genderpolicy_Response,gender,genderpolicy_2__Response,ResponseId
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,104
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1516
Approve,f,Change my behavior causing me to cite more women,715
Approve,m,Change my behavior causing me to cite more women,678
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,263
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,490
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,626
Approve,f,Change my behavior causing me to cite more women,111
Approve,f,Change my behavior causing me to cite more women,605
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,812
Approve,f,Change my behavior causing me to cite more women,496
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1036
Approve,m,Change my behavior causing me to cite more women,1276
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,652
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,382
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,758
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1750
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1300
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,9
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1060
Disapprove,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1272
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1598
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,370
