treatment,standardized,gender,Subfield,Rank,resp_gender,age,paradigm,contact_group,sample,ResponseId
rank_gender,Gideon Rose,m,International/Global Security,Assistant Professor,m,45,Realism,Canada 2017,International,491
rank_gender,Richard Aldrich,m,International/Global Security,Emeritus,m,75,Non-paradigmatic,Canada 2017,International,57
rank_gender,Peter J. Katzenstein,m,European Studies/European Integration,Associate Professor,m,NA,Constructivism,Canada 2017,International,555
rank_gender,Gilbert Khadiagala,m,International Organization(s),Assistant Professor,m,44,Constructivism,Canada 2017,International,355
rank_gender,Alexander Wendt,m,U.S. Foreign Policy,Full Professor,m,71,Realism,Canada 2017,International,539
rank_gender,Martha Finnemore,f,${e://Field/CountryAdj} Foreign Policy,Assistant Professor,f,49,Realism,Canada 2017,International,417
rank_gender,Hedley Bull,m,International/Global Political Economy,Full Professor,m,52,Other,Canada 2017,International,493
rank_gender,Kim Richard Nossal,m,NA,NA,NA,NA,NA,NA,International,489
rank_gender,Susanne Soederberg,f,International/Global Political Economy,Associate Professor,f,NA,Other,Canada 2017,International,356
rank_gender,Karl Polanyi,m,International/Global Ethics,Full Professor,m,NA,Other,Canada 2017,International,92
rank_gender,Peter J. Katzenstein,m,International/Global Security,Associate Professor,f,NA,Constructivism,Canada 2017,International,532
rank_gender,Alexander Wendt,m,International/Global Political Economy,Associate Professor,f,52,Non-paradigmatic,Canada 2017,International,442
rank_gender,Robert O. Keohane,m,International/Global Political Economy,Assistant Professor,m,43,Constructivism,Canada 2017,International,190
rank_gender,Michael N. Barnett,m,Global Civil Society,Associate Professor,f,36,Non-paradigmatic,Canada 2017,International,236
rank_gender,Amitav Acharya,m,International Relations of a particular region/country,Associate Professor,m,43,Constructivism,Canada 2017,International,106
rank_gender,Ken Booth,m,International/Global Security,NA,m,38,Constructivism,Italy 2017,International,164
rank_gender,Ian Manners,m,European Studies/European Integration,NA,m,57,Constructivism,Italy 2017,International,388
rank_gender,G. John Ikenberry,m,International Relations of a particular region/country,NA,m,34,Other,Italy 2017,International,438
rank_gender,Stathis N. Kalyvas,m,Other,NA,NA,38,Non-paradigmatic,Italy 2017,International,419
rank_gender,Robert Jervis,m,International Relations of a particular region/country,NA,f,39,Constructivism,Italy 2017,International,473
rank_gender,Alexander Wendt,m,International/Global Political Economy,NA,f,46,Liberalism,Italy 2017,International,435
rank_gender,Alexander Wendt,m,International Relations of a particular region/country,NA,f,NA,Constructivism,Italy 2017,International,430
rank_gender,Yoichiro Sato,m,International/Global History,Emeritus,m,NA,Constructivism,Japan 2017,International,495
rank_gender,Samuel P. Huntington,m,International Relations of a particular region/country,Associate Professor,f,NA,Liberalism,Japan 2017,International,300
rank_gender,Elinor Ostrom,f,${e://Field/CountryAdj} Foreign Policy,NA,m,51,Realism,Japan 2017,International,153
rank_gender,Ole Wæver,m,European Studies/European Integration,NA,f,41,Constructivism,Poland 2017,International,447
rank_gender,Ayse Zarakol,f,${e://Field/CountryAdj} Foreign Policy,Full Professor,NA,44,Constructivism,Turkey 2017,International,170
rank_gender,John J. Mearsheimer,m,International/Global Security,Associate Professor,m,NA,Realism,Turkey 2017,International,80
rank_gender,John J. Mearsheimer,m,International/Global Security,Associate Professor,m,NA,Realism,Turkey 2017,International,80
rank_gender,Kathryn A. Sikkink,f,Comparative Foreign Policy,Assistant Professor,m,37,Liberalism,Turkey 2017,International,412
rank_gender,Andrew Moravcsik,m,European Studies/European Integration,Assistant Professor,f,35,Constructivism,Turkey 2017,International,340
rank_gender,Graham T. Allison,m,${e://Field/CountryAdj} Foreign Policy,Full Professor,m,NA,Realism,Turkey 2017,International,500
rank_gender,Barry Buzan,m,European Studies/European Integration,Associate Professor,NA,51,Other,Turkey 2017,International,297
rank_gender,Ted Hopf,m,International/Global Political Economy,Assistant Professor,f,46,Constructivism,Turkey 2017,International,326
rank_gender,John J. Mearsheimer,m,Other,Associate Professor,NA,38,Realism,Turkey 2017,International,303
rank_gender,John J. Mearsheimer,m,Other,Associate Professor,NA,38,Realism,Turkey 2017,International,303
rank_gender,Barry Buzan,m,International/Global Security,Assistant Professor,f,NA,Constructivism,Turkey 2017,International,441
rank_gender,Michael Mousseau,m,International/Global Security,Assistant Professor,m,NA,Liberalism,Turkey 2017,International,22
rank_gender,Henry Kissinger,m,Development studies,NA,m,NA,Constructivism,Ukraine 2017,International,562
rank_gender,Barry Buzan,m,European Studies/European Integration,NA,f,NA,Other,Ukraine 2017,International,278
rank_gender,Joseph S. Nye Jr.,m,International/Global Security,Full Professor,m,54,Non-paradigmatic,Switzerland 2017,International,455
rank_gender,Frank Schimmelfennig,m,European Studies/European Integration,Other,m,NA,Other,Germany 2017,International,20
rank_gender,Robert O. Keohane,m,International Organization(s),Other,m,NA,Liberalism,Germany 2017,International,102
rank_gender,John J. Mearsheimer,m,U.S. Foreign Policy,Other,m,NA,Liberalism,Germany 2017,International,576
rank_gender,John J. Mearsheimer,m,U.S. Foreign Policy,Other,m,NA,Liberalism,Germany 2017,International,576
rank_gender,Robert O. Keohane,m,European Studies/European Integration,Full Professor,m,42,Liberalism,Germany 2017,International,174
rank_gender,John J. Mearsheimer,m,International Relations of a particular region/country,Assistant Professor,m,NA,Constructivism,Philippines 2017,International,467
rank_gender,Robert O. Keohane,m,International Relations of a particular region/country,NA,m,48,Constructivism,Israel 2017,International,515
rank_gender,Stephen R. Gill,m,Other,Full Professor,m,53,Constructivism,Ireland 2017,International,514
rank_gender,Samuel P. Huntington,m,International/Global Security,Other,f,NA,Constructivism,Ireland 2017,International,373
rank_gender,James Fearon,m,International Relations Theory,Associate Professor,m,49,Other,Israel 2017,International,347
rank_gender,Thomas C. Schelling,m,International/Global Security,Associate Professor,m,43,Constructivism,Israel 2017,International,460
rank_gender,Immanuel Wallerstein,m,International/Global Political Economy,Other,m,NA,Other,Philippines 2017,International,477
rank_gender,John J. Mearsheimer,m,International/Global Environmental Politics,Assistant Professor,m,37,Non-paradigmatic,Ireland 2017,International,484
rank_gender,John J. Mearsheimer,m,International/Global Environmental Politics,Assistant Professor,m,37,Non-paradigmatic,Ireland 2017,International,484
rank_gender,Alice D. Ba,f,International/Global Security,Associate Professor,f,NA,Constructivism,Philippines 2017,International,157
rank_gender,Madeleine K. Albright,f,International/Global Health,Other,m,NA,Constructivism,Philippines 2017,International,396
rank_gender,John J. Mearsheimer,m,Global Civil Society,NA,m,53,Other,Israel 2017,International,118
rank_gender,John J. Mearsheimer,m,Global Civil Society,NA,m,53,Other,Israel 2017,International,118
rank_gender,Bruce R. Hoffman,m,Other,NA,m,56,Non-paradigmatic,Israel 2017,International,505
rank_gender,Reiko Ogawa,NA,I am not an IR scholar,Assistant Professor,m,NA,Liberalism,Philippines 2017,International,485
rank_gender,Paul Kennedy,m,${e://Field/CountryAdj} Foreign Policy,Associate Professor,m,NA,Realism,Philippines 2017,International,480
rank_gender,Robert Jervis,m,International/Global Security,Assistant Professor,m,NA,Non-paradigmatic,Hong Kong 2017,International,387
rank_gender,James N. Rosenau,m,Human Security,Assistant Professor,f,NA,Realism,Philippines 2017,International,504
rank_gender,Robbie Shilliam,m,Gender in IR,Other,f,NA,Other,Ireland 2017,International,416
rank_gender,Emanuel Adler,m,International Relations of a particular region/country,NA,f,41,Realism,Israel 2017,International,103
rank_gender,Kenneth Waltz,m,International Relations Theory,Associate Professor,NA,65,Other,South Africa 2017,International,169
rank_gender,Joseph S. Nye Jr.,m,${e://Field/CountryAdj} Foreign Policy,NA,f,NA,Non-paradigmatic,Philippines 2017,International,199
rank_gender,Yair Evron,m,International Relations of a particular region/country,Assistant Professor,m,49,Realism,Israel 2017,International,241
rank_gender,Steve Smith,m,${e://Field/CountryAdj} Foreign Policy,Assistant Professor,f,44,Constructivism,Ireland 2017,International,305
rank_gender,Robert O. Keohane,m,Human Security,Full Professor,f,NA,Constructivism,Philippines 2017,International,511
rank_gender,Harold Sprout,m,${e://Field/CountryAdj} Foreign Policy,Full Professor,NA,60,Other,South Africa 2017,International,348
rank_gender,Gregory Frye Treverton,m,International/Global Security,NA,m,NA,Realism,Israel 2017,International,553
rank_gender,Alastair I. Johnston,m,Other,Other,m,NA,Realism,Hong Kong 2017,International,520
rank_gender,Andrew Moravcsik,m,International/Global Security,Assistant Professor,m,NA,Liberalism,Netherlands 2017,International,507
rank_gender,Andrew Hurrell,m,International Relations of a particular region/country,Other,f,41,Other,Netherlands 2017,International,415
rank_gender,Martha Finnemore,f,International/Global Environmental Politics,Assistant Professor,m,NA,Non-paradigmatic,Netherlands 2017,International,81
rank_gender,Henry Kissinger,m,Other,Emeritus,m,NA,Realism,Netherlands 2017,International,285
rank_gender,Martha Finnemore,f,International/Global Security,Other,m,NA,Constructivism,Netherlands 2017,International,228
rank_gender,Barry Buzan,m,Other,Assistant Professor,m,45,Other,Netherlands 2017,International,400
rank_gender,Valerie M. Hudson,f,${e://Field/CountryAdj} Foreign Policy,Other,NA,NA,Constructivism,Finland 2017,International,171
rank_gender,James Fearon,m,International/Global Ethics,Other,NA,47,Non-paradigmatic,Sweden 2017,International,458
rank_gender,Beth A. Simmons,f,International/Global Security,Associate Professor,NA,NA,Non-paradigmatic,Sweden 2017,International,138
rank_gender,Patrick T. Jackson,m,International Relations of a particular region/country,Other,NA,NA,Liberalism,Denmark 2017,International,49
rank_gender,Kathryn A. Sikkink,f,Other,Associate Professor,NA,NA,Non-paradigmatic,Sweden 2017,International,470
rank_gender,Thomas Risse,m,Comparative Foreign Policy,Associate Professor,NA,NA,Non-paradigmatic,Sweden 2017,International,288
rank_gender,Martha Finnemore,f,European Studies/European Integration,Other,NA,25,Non-paradigmatic,Norway 2017,International,578
rank_gender,Elizabeth Wood,f,International/Global Security,Assistant Professor,f,40,Liberalism,Netherlands 2017,International,26
rank_gender,Cynthia Enloe,f,Development studies,Other,NA,42,Constructivism,Sweden 2017,International,426
rank_gender,Fawaz A. Gerges,m,Religion in IR,Assistant Professor,f,38,Constructivism,United Kingdom 2017,International,541
rank_gender,David A. Lake,m,International/Global Security,Assistant Professor,m,NA,Constructivism,United Kingdom 2017,International,213
rank_gender,Barbara F. Walter,f,Other,Full Professor,m,46,Non-paradigmatic,United Kingdom 2017,International,182
rank_gender,Kathryn A. Sikkink,f,International Relations of a particular region/country,Assistant Professor,m,37,Constructivism,United Kingdom 2017,International,59
rank_gender,Richard Ned Lebow,m,International Relations Theory,Full Professor,m,47,Other,United Kingdom 2017,International,76
rank_gender,David A. Lake,m,International/Global Environmental Politics,Assistant Professor,m,NA,Liberalism,United Kingdom 2017,International,341
rank_gender,Margaret Levi,f,Development studies,Assistant Professor,m,NA,Constructivism,United Kingdom 2017,International,33
rank_gender,Kenneth Waltz,m,International/Global Security,Assistant Professor,m,NA,Constructivism,United Kingdom 2017,International,284
rank_gender,Monica Duffy Toft,f,International/Global Security,Full Professor,m,47,Other,Sweden 2017,International,9
rank_gender,Stathis N. Kalyvas,m,International/Global Security,Associate Professor,m,NA,Non-paradigmatic,United Kingdom 2017,International,243
rank_gender,Benno Teschke,m,International/Global History,Associate Professor,m,NA,Other,United Kingdom 2017,International,186
rank_gender,Martha Finnemore,f,U.S. Foreign Policy,Associate Professor,NA,NA,Other,United Kingdom 2017,International,150
rank_gender,Martha Finnemore,f,International Organization(s),Full Professor,m,NA,Constructivism,United Kingdom 2017,International,133
rank_gender,Shirin Rai,f,Global Civil Society,Other,NA,NA,Other,United Kingdom 2017,International,523
rank_gender,Emanuel Adler,m,International Relations Theory,Full Professor,f,56,Non-paradigmatic,United Kingdom 2017,International,389
rank_gender,David E. Campbell,m,International/Global Security,Other,f,29,Constructivism,United Kingdom 2017,International,98
rank_gender,Justin Rosenberg,m,International/Global History,Associate Professor,m,44,Non-paradigmatic,United Kingdom 2017,International,143
