treatment,standardized,gender,Country,Subfield,Rank,Ethnicity,resp_gender,age,paradigm,sample,ResponseId
rank_gender,Joseph S. Nye Jr.,m,US,Human Rights,Assistant Professor,1,f,NA,Constructivism,US,684
rank_gender,Niccolo Machiavelli,m,NA,International/Global Security,Associate Professor,1,m,NA,Liberalism,US,506
rank_gender,Kenneth Waltz,m,US,Comparative Foreign Policy,Emeritus,1,m,NA,Non-paradigmatic,US,164
rank_gender,Alexander Wendt,m,US,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,693
rank_gender,Cynthia Weber,f,non-US,U.S. Foreign Policy,Other,1,m,NA,Other,US,319
rank_gender,John J. Mearsheimer,m,US,International/Global Security,Associate Professor,1,m,NA,Realism,US,327
rank_gender,Joseph S. Nye Jr.,m,US,U.S. Foreign Policy,Other,1,m,NA,Other,US,258
rank_gender,Barbara F. Walter,f,US,International/Global Security,Assistant Professor,1,f,NA,Liberalism,US,759
rank_gender,James Fearon,m,US,International Relations Theory,Assistant Professor,1,m,NA,Realism,US,630
rank_gender,Barry Buzan,m,non-US,European Studies/European Integration,Associate Professor,1,f,NA,Other,US,296
rank_gender,Barry R. Posen,m,US,European Studies/European Integration,Associate Professor,1,m,NA,Non-paradigmatic,US,298
rank_gender,Philip Golub,m,NA,International/Global Political Economy,Full Professor,1,m,NA,Other,US,439
rank_gender,Stephen M. Walt,m,US,International Relations of a particular region/country,Assistant Professor,1,m,NA,Realism,US,90
rank_gender,Helen V. Milner,f,US,International Law,Full Professor,1,m,52,Realism,US,674
rank_gender,Amanda M. Murdie,f,US,International/Global Political Economy,Full Professor,1,m,50,Liberalism,US,75
rank_gender,Kathryn A. Sikkink,f,US,International Organization(s),Associate Professor,1,f,NA,Constructivism,US,551
rank_gender,Kathryn A. Sikkink,f,US,International/Global Environmental Politics,Associate Professor,1,f,42,Constructivism,US,561
rank_gender,Martha Finnemore,f,US,International Relations of a particular region/country,Assistant Professor,1,m,NA,Non-paradigmatic,US,564
rank_gender,Bruce Martin Russett,m,US,International Law,Assistant Professor,1,m,NA,Liberalism,US,426
rank_gender,Henry Kissinger,m,NA,International Relations of a particular region/country,Associate Professor,0,f,NA,Realism,US,507
rank_gender,Joseph S. Nye Jr.,m,US,International/Global Security,Other,1,f,58,Liberalism,US,513
rank_gender,Helen V. Milner,f,US,International/Global Political Economy,Associate Professor,1,m,46,Non-paradigmatic,US,279
rank_gender,David Collier,m,US,International/Global Health,Other,1,m,NA,Other,US,735
rank_gender,John J. Mearsheimer,m,US,U.S. Foreign Policy,Associate Professor,1,m,NA,Non-paradigmatic,US,528
rank_gender,Alexander Wendt,m,US,International/Global Security,Associate Professor,1,f,39,Other,US,713
rank_gender,J. Ann Tickner,f,US,International Relations of a particular region/country,Associate Professor,1,m,NA,Constructivism,US,248
rank_gender,Alexander Wendt,m,US,Comparative Foreign Policy,Full Professor,1,m,64,Non-paradigmatic,US,747
rank_gender,John J. Mearsheimer,m,US,International/Global Political Economy,Associate Professor,0,m,NA,Other,US,485
rank_gender,Robert O. Keohane,m,US,International/Global Political Economy,Associate Professor,1,m,NA,Non-paradigmatic,US,253
rank_gender,John J. Mearsheimer,m,US,International/Global Security,Assistant Professor,0,m,NA,Non-paradigmatic,US,33
rank_gender,Robert O. Keohane,m,US,U.S. Foreign Policy,Full Professor,1,m,NA,Liberalism,US,70
rank_gender,Peter J. Katzenstein,m,US,I am not an IR scholar,Full Professor,1,m,NA,Non-paradigmatic,US,472
rank_gender,Robert O. Keohane,m,US,International Law,Assistant Professor,0,f,NA,Non-paradigmatic,US,203
rank_gender,Charles L. Glaser,m,US,International/Global Security,Full Professor,1,f,NA,Constructivism,US,457
rank_gender,Robert Jervis,m,US,U.S. Foreign Policy,Associate Professor,1,f,52,Realism,US,14
rank_gender,Robert Dahl,m,NA,U.S. Foreign Policy,Full Professor,0,m,NA,Constructivism,US,339
rank_gender,Michael G. Roskin,m,US,European Studies/European Integration,Full Professor,1,m,NA,Realism,US,626
rank_gender,Helen V. Milner,f,US,Other,Assistant Professor,1,m,NA,Non-paradigmatic,US,542
rank_gender,John G. Ruggie,m,US,Other,Associate Professor,0,f,NA,Non-paradigmatic,US,313
rank_gender,James D. Morrow,m,US,Development Studies,Assistant Professor,1,f,NA,Non-paradigmatic,US,497
rank_gender,Elinor Ostrom,f,NA,International/Global Environmental Politics,Associate Professor,0,m,NA,Other,US,776
rank_gender,Nicholas G. Onuf,m,US,International Law,Associate Professor,1,m,NA,Other,US,539
rank_gender,Robert O. Keohane,m,US,U.S. Foreign Policy,Associate Professor,1,m,NA,Constructivism,US,118
rank_gender,David A. Lake,m,US,International/Global Political Economy,Full Professor,1,m,NA,Liberalism,US,60
rank_gender,Samuel P. Huntington,m,US,European Studies/European Integration,Other,1,m,NA,Realism,US,186
rank_gender,R. Harrison Wagner,m,US,International/Global Security,Associate Professor,1,m,NA,Non-paradigmatic,US,370
rank_gender,Helen V. Milner,f,US,European Studies/European Integration,Assistant Professor,1,m,NA,Constructivism,US,229
rank_gender,John Paul Lederach,m,US,Human Security,Assistant Professor,0,m,NA,Liberalism,US,721
rank_gender,Patrick T. Jackson,m,US,Other,Other,0,m,NA,Constructivism,US,74
rank_gender,Ole R. Holsti,m,US,U.S. Foreign Policy,Assistant Professor,0,f,NA,Other,US,323
rank_gender,Stephen M. Walt,m,US,U.S. Foreign Policy,Assistant Professor,1,m,NA,Liberalism,US,42
rank_gender,Stephen M. Walt,m,US,Other,Assistant Professor,1,m,NA,Non-paradigmatic,US,145
rank_gender,Helen V. Milner,f,US,International Relations of a particular region/country,Associate Professor,0,m,43,Liberalism,US,21
rank_gender,Margaret E. Keck,f,US,Human Rights,Assistant Professor,0,f,NA,Liberalism,US,328
rank_gender,Stephen M. Walt,m,US,I am not an IR scholar,Associate Professor,1,f,NA,Non-paradigmatic,US,772
rank_gender,Alexander Wendt,m,US,Human Rights,Other,0,f,NA,NA,US,777
rank_gender,Milton Mueller,m,NA,International/Global Political Economy,Full Professor,1,f,NA,Non-paradigmatic,US,483
rank_gender,Robert O. Keohane,m,US,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,19
rank_gender,Stephen M. Walt,m,US,U.S. Foreign Policy,Full Professor,1,m,56,Non-paradigmatic,US,632
rank_gender,James Fearon,m,US,International/Global Security,Associate Professor,0,m,39,Non-paradigmatic,US,417
rank_gender,Samantha Power,f,NA,International/Global Security,Associate Professor,1,m,NA,Non-paradigmatic,US,700
rank_gender,Cynthia Enloe,f,US,International/Global Environmental Politics,Assistant Professor,1,m,NA,Non-paradigmatic,US,269
rank_gender,Martha Finnemore,f,US,Other,Assistant Professor,1,f,NA,Non-paradigmatic,US,300
rank_gender,"Kenneth F. Scheve, Jr.",m,US,Development Studies,Assistant Professor,1,m,NA,Liberalism,US,665
rank_gender,Stephen M. Walt,m,US,International/Global Security,Full Professor,1,m,NA,Realism,US,351
rank_gender,Cynthia Enloe,f,US,International Relations of a particular region/country,Other,1,f,NA,Other,US,597
rank_gender,G. John Ikenberry,m,US,U.S. Foreign Policy,Assistant Professor,1,f,NA,Realism,US,424
rank_gender,Alexander Wendt,m,US,International Organization(s),Associate Professor,0,m,NA,Non-paradigmatic,US,27
rank_gender,Charles L. Glaser,m,US,International/Global Security,Associate Professor,1,f,NA,Realism,US,287
rank_gender,Samuel P. Huntington,m,US,Other,Associate Professor,1,f,61,Non-paradigmatic,US,154
rank_gender,John J. Mearsheimer,m,US,International/Global Political Economy,Associate Professor,1,m,NA,Liberalism,US,619
rank_gender,David Laitin,m,US,International/Global Security,Full Professor,1,f,53,Non-paradigmatic,US,463
rank_gender,Robert O. Keohane,m,US,International/Global Security,Other,1,m,NA,Non-paradigmatic,US,244
rank_gender,Nicholas G. Onuf,m,US,International/Global Ethics,Full Professor,1,f,59,Constructivism,US,176
rank_gender,J. David Singer,m,US,International/Global Environmental Politics,Assistant Professor,1,m,NA,Non-paradigmatic,US,603
rank_gender,Kenneth A. Schultz,m,US,International Organization(s),Assistant Professor,1,f,NA,Non-paradigmatic,US,18
rank_gender,Derek S. Reveron,m,US,U.S. Foreign Policy,Full Professor,1,m,NA,Constructivism,US,493
rank_gender,Erik Gartzke,m,US,International Organization(s),Associate Professor,1,m,43,Liberalism,US,173
rank_gender,Stephen M. Walt,m,US,Development Studies,Other,1,f,NA,Other,US,102
rank_gender,Jennifer Sterling-Folker,f,US,International/Global Security,Associate Professor,1,f,NA,Realism,US,679
rank_gender,Beth A. Simmons,f,US,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,675
rank_gender,Henry Kissinger,m,NA,International/Global Security,Full Professor,0,m,NA,Realism,US,685
rank_gender,Alexander Wendt,m,US,Other,Assistant Professor,1,f,NA,Constructivism,US,429
rank_gender,Alexander Wendt,m,US,International/Global Security,Associate Professor,1,m,40,Realism,US,334
rank_gender,Jeffry Alan Frieden,m,US,International/Global Political Economy,Assistant Professor,1,m,NA,Non-paradigmatic,US,405
rank_gender,Erik Voeten,m,US,International Organization(s),Other,1,m,NA,Non-paradigmatic,US,488
rank_gender,J. Ann Tickner,f,US,U.S. Foreign Policy,Assistant Professor,1,m,NA,Non-paradigmatic,US,127
rank_gender,Robert Jervis,m,US,Comparative Foreign Policy,Other,1,m,NA,Liberalism,US,271
rank_gender,John J. Mearsheimer,m,US,International/Global Environmental Politics,Assistant Professor,1,m,NA,Non-paradigmatic,US,355
rank_gender,John J. Mearsheimer,m,US,International/Global Security,Assistant Professor,1,m,NA,Liberalism,US,446
rank_gender,Michael W. Doyle,m,US,International/Global Security,Associate Professor,1,f,NA,Other,US,452
rank_gender,Meghana V. Nayak,f,US,International Relations Theory,Full Professor,1,m,NA,Other,US,719
rank_gender,Bruce Bueno de Mesquita,m,US,U.S. Foreign Policy,Full Professor,1,m,51,Non-paradigmatic,US,591
rank_gender,Elinor Ostrom,f,NA,International/Global Environmental Politics,Full Professor,1,f,56,Non-paradigmatic,US,503
rank_gender,James Fearon,m,US,Comparative Foreign Policy,Associate Professor,1,m,48,Non-paradigmatic,US,610
rank_gender,Martha Finnemore,f,US,International/Global Political Economy,Full Professor,1,f,NA,Non-paradigmatic,US,138
rank_gender,Stuart J. Kaufman,m,US,International/Global Security,Other,1,f,NA,Constructivism,US,628
rank_gender,Ernst Haas,m,US,International/Global Environmental Politics,Emeritus,1,m,73,Constructivism,US,431
rank_gender,Michael O'Halloran,m,NA,Other,Associate Professor,1,m,54,Realism,US,1
rank_gender,Cynthia Enloe,f,US,Human Rights,Associate Professor,1,f,52,Other,US,708
rank_gender,J. Ann Tickner,f,US,Human Rights,Associate Professor,1,m,45,Constructivism,US,677
rank_gender,Joseph S. Nye Jr.,m,US,I am not an IR scholar,Assistant Professor,0,m,NA,Non-paradigmatic,US,629
rank_gender,David A. Lake,m,US,International Organization(s),Assistant Professor,0,Prefer not to answer,NA,Non-paradigmatic,US,771
rank_gender,Elizabeth Kier,f,US,U.S. Foreign Policy,Assistant Professor,1,f,NA,Non-paradigmatic,US,699
rank_gender,Martha Finnemore,f,US,International/Global Security,Full Professor,1,m,58,Non-paradigmatic,US,346
rank_gender,John G. Ruggie,m,US,International/Global Political Economy,Emeritus,1,m,71,Constructivism,US,239
rank_gender,Alexander Wendt,m,US,Comparative Foreign Policy,Full Professor,1,m,53,Constructivism,US,560
rank_gender,Kelly M. Kadera,f,US,International Organization(s),Assistant Professor,0,f,NA,Liberalism,US,169
rank_gender,Beth A. Simmons,f,US,NA,NA,NA,NA,NA,NA,US,484
rank_gender,Robert O. Keohane,m,US,U.S. Foreign Policy,Full Professor,1,m,NA,Other,US,8
rank_gender,Barbara Koremenos,f,US,International Law,Associate Professor,1,f,NA,Other,US,584
rank_gender,Beth A. Simmons,f,US,International Organization(s),Assistant Professor,1,m,NA,Non-paradigmatic,US,522
rank_gender,Andrew Moravcsik,m,US,International/Global Political Economy,Assistant Professor,1,m,NA,Non-paradigmatic,US,380
rank_gender,Bruce Bueno de Mesquita,m,US,Development Studies,Full Professor,0,f,NA,Realism,US,546
rank_gender,Beth A. Simmons,f,US,International/Global Environmental Politics,Full Professor,1,m,60,Liberalism,US,377
rank_gender,Lisa L. Martin,f,US,U.S. Foreign Policy,Full Professor,1,m,NA,Non-paradigmatic,US,434
rank_gender,Helen V. Milner,f,US,Religion in IR,Assistant Professor,1,m,NA,Non-paradigmatic,US,131
rank_gender,Jeff D. Colgan,m,US,International/Global Security,Other,1,m,NA,Liberalism,US,233
rank_gender,Michael N. Barnett,m,US,International/Global Political Economy,Assistant Professor,1,f,NA,Liberalism,US,290
rank_gender,Helen V. Milner,f,US,International/Global Security,Associate Professor,1,m,51,Constructivism,US,738
rank_gender,Kenneth A. Schultz,m,US,International/Global Security,Full Professor,1,m,63,Realism,US,458
rank_gender,R. Charli Carpenter,f,US,NA,NA,NA,NA,NA,NA,US,773
rank_gender,Scott D. Sagan,m,US,International/Global Security,Assistant Professor,1,f,NA,Non-paradigmatic,US,130
rank_gender,Robert O. Keohane,m,US,Human Rights,Associate Professor,1,f,NA,Constructivism,US,7
rank_gender,Bruce Martin Russett,m,US,International Relations Theory,Other,1,m,NA,Constructivism,US,644
rank_gender,Amitav Acharya,m,non-US,International/Global Political Economy,Associate Professor,1,m,NA,Non-paradigmatic,US,613
rank_gender,Himadeep Muppidi,m,US,Gender in IR,Assistant Professor,1,f,NA,Other,US,241
rank_gender,Jessica L. P. Weeks,f,US,International/Global Security,Full Professor,1,m,NA,Non-paradigmatic,US,306
rank_gender,Jack L. Snyder,m,US,International Organization(s),Assistant Professor,1,m,NA,Liberalism,US,29
rank_gender,J. Ann Tickner,f,US,International/Global Political Economy,Full Professor,0,m,NA,Liberalism,US,487
rank_gender,David A. Lake,m,US,European Studies/European Integration,Full Professor,1,m,NA,Constructivism,US,641
rank_gender,Martha Finnemore,f,US,International Relations of a particular region/country,Emeritus,1,f,66,Other,US,333
rank_gender,John J. Mearsheimer,m,US,International/Global Security,Assistant Professor,1,f,38,Non-paradigmatic,US,281
rank_gender,G. John Ikenberry,m,US,U.S. Foreign Policy,Associate Professor,1,m,NA,Liberalism,US,717
rank_gender,A.F.K. Organski,m,US,Comparative Foreign Policy,Other,1,m,NA,Liberalism,US,569
rank_gender,Joseph S. Nye Jr.,m,US,Development Studies,Full Professor,1,m,NA,Non-paradigmatic,US,652
rank_gender,Ole WÃ¦ver,m,non-US,History of the international relations discipline,Associate Professor,1,m,58,Constructivism,US,332
rank_gender,John J. Mearsheimer,m,US,International/Global Security,Associate Professor,1,m,46,Non-paradigmatic,US,409
rank_gender,Robert O. Keohane,m,US,Other,Full Professor,0,f,54,Non-paradigmatic,US,120
rank_gender,John J. Mearsheimer,m,US,International/Global History,Assistant Professor,0,m,NA,Other,US,125
rank_gender,Stephen M. Walt,m,US,International/Global Security,Assistant Professor,1,m,NA,Realism,US,309
rank_gender,Joshua S. Goldstein,m,US,European Studies/European Integration,Full Professor,1,f,NA,Non-paradigmatic,US,616
rank_gender,Alexander Wendt,m,US,U.S. Foreign Policy,Associate Professor,1,m,48,Realism,US,235
rank_gender,Kathryn A. Sikkink,f,US,Human Security,Assistant Professor,1,m,NA,Constructivism,US,749
rank_gender,Robert Jervis,m,US,International Relations of a particular region/country,Full Professor,1,m,NA,Constructivism,US,391
rank_gender,Michael Tomz,m,US,International/Global Political Economy,Assistant Professor,1,m,NA,Non-paradigmatic,US,254
rank_gender,Fiona Robinson,f,NA,International/Global Security,Full Professor,1,m,41,Constructivism,US,92
rank_gender,John J. Mearsheimer,m,US,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,660
rank_gender,Robert O. Keohane,m,US,International/Global Political Economy,Full Professor,1,m,NA,Realism,US,324
rank_gender,junk,,NA,Comparative Foreign Policy,Other,1,m,NA,Other,US,82
rank_gender,Ellen L. Lutz,f,NA,Human Rights,Assistant Professor,0,f,NA,Constructivism,US,501
rank_gender,Stephen D. Krasner,m,US,Development Studies,Full Professor,0,m,NA,Liberalism,US,620
rank_gender,Thucydides,m,NA,NA,NA,NA,NA,NA,NA,US,123
rank_gender,George F. Kennan,m,NA,NA,NA,NA,NA,NA,NA,US,94
rank_gender,Stanley Hoffmann,m,NA,International Organization(s),Emeritus,1,m,NA,Other,US,278
rank_gender,Michael Maniates,m,US,International/Global Environmental Politics,Full Professor,0,m,NA,Other,US,436
rank_gender,Vali R. Nasr,m,US,International/Global Security,Full Professor,0,m,NA,Realism,US,326
rank_gender,Stephen M. Walt,m,US,International/Global Environmental Politics,Assistant Professor,1,m,NA,Non-paradigmatic,US,763
rank_gender,Martha Finnemore,f,US,International Relations Theory,Full Professor,0,f,NA,Constructivism,US,383
rank_gender,David A. Lake,m,US,International/Global Political Economy,Associate Professor,1,m,NA,Liberalism,US,252
rank_gender,Kathryn A. Sikkink,f,US,International/Global Security,Associate Professor,1,m,NA,Non-paradigmatic,US,432
